respondent_id,wording_arm,question_wording,age_band,gender,digital_confidence_z,likelihood_1_5,item_missing,survey_completed,completion_seconds
R0637,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-2.441,1.0,0,1,168
R0638,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.005,4.0,0,1,297
R0639,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.184,3.0,0,1,186
R0640,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,1.079,5.0,0,1,175
R0641,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.809,5.0,0,0,217
R0642,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.146,3.0,0,1,134
R0643,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.266,5.0,0,1,224
R0644,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.221,3.0,0,1,306
R0645,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.291,3.0,0,1,198
R0646,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.338,4.0,0,1,318
R0647,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.142,5.0,0,1,317
R0648,Neutral,How likely are you to use the council's new online services?,55+,Man,0.937,2.0,0,1,91
R0649,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.067,2.0,0,1,278
R0650,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.402,2.0,0,1,168
R0651,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-1.656,3.0,0,1,214
R0652,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.708,2.0,0,1,349
R0653,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.277,3.0,0,1,291
R0654,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.124,,1,1,492
R0655,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.438,4.0,0,1,249
R0656,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.706,5.0,0,1,214
R0657,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,1.841,3.0,0,1,246
R0658,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.256,1.0,0,1,243
R0659,Neutral,How likely are you to use the council's new online services?,35-54,Woman,1.361,5.0,0,1,156
R0660,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.707,1.0,0,1,400
R0661,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,1.339,5.0,0,1,266
R0662,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.724,4.0,0,1,118
R0663,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.223,2.0,0,1,292
R0664,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,1.461,3.0,0,1,183
R0665,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.247,3.0,0,1,296
R0666,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.253,5.0,0,1,168
R0667,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,1.382,3.0,0,1,163
R0668,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.401,4.0,0,0,200
R0669,Neutral,How likely are you to use the council's new online services?,18-34,Man,-1.998,2.0,0,1,97
R0670,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.436,4.0,0,1,258
R0671,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.837,4.0,0,1,116
R0672,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.403,2.0,0,1,245
R0673,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.218,3.0,0,1,120
R0674,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-1.043,4.0,0,1,304
R0675,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.044,2.0,0,1,261
R0676,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-1.475,2.0,0,1,242
R0677,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.889,3.0,0,1,155
R0678,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.133,4.0,0,1,222
R0679,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.308,4.0,0,1,182
R0680,Neutral,How likely are you to use the council's new online services?,55+,Man,-2.113,3.0,0,1,257
R0681,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.705,5.0,0,1,151
R0682,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.436,4.0,0,1,297
R0683,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.195,3.0,0,1,173
R0684,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-2.074,2.0,0,1,165
R0685,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.916,3.0,0,1,183
R0686,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.097,4.0,0,1,184
R0687,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.527,4.0,0,1,309
R0688,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.427,2.0,0,1,255
R0689,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.775,1.0,0,1,117
R0690,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.945,3.0,0,1,156
R0691,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-1.445,3.0,0,0,472
R0692,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,0.193,3.0,0,1,342
R0693,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-1.976,3.0,0,1,219
R0694,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-1.416,1.0,0,1,112
R0695,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.788,1.0,0,1,153
R0696,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.371,2.0,0,1,145
R0697,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.158,5.0,0,1,150
R0698,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-1.455,3.0,0,1,260
R0699,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.357,3.0,0,0,610
R0700,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.334,4.0,0,1,159
R0701,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.062,2.0,0,1,214
R0702,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.057,4.0,0,1,116
R0703,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,2.5,5.0,0,1,315
R0704,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.269,3.0,0,1,157
R0705,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.027,4.0,0,1,277
R0706,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.7,3.0,0,1,156
R0707,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.202,2.0,0,1,434
R0708,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.593,3.0,0,1,173
R0709,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.661,2.0,0,1,155
R0710,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.332,2.0,0,1,161
R0711,Neutral,How likely are you to use the council's new online services?,18-34,Man,-1.329,2.0,0,1,159
R0712,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,1.345,5.0,0,1,339
R0713,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.683,5.0,0,1,289
R0714,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Non-binary / self-describe,0.465,5.0,0,1,236
R0715,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.557,3.0,0,1,239
R0716,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.247,4.0,0,1,154
R0717,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-1.344,4.0,0,1,213
R0718,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.768,1.0,0,1,152
R0719,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.323,3.0,0,1,152
R0720,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.472,2.0,0,1,114
R0721,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-1.064,1.0,0,1,307
R0722,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.907,4.0,0,1,326
R0723,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.683,2.0,0,1,200
R0724,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.521,3.0,0,1,198
